cntry_an,question_key,pro_score,lnge_iso
GB,F123,0.304731656967222,en
US,D026_05,0.4011103754128751,en
DK,E069_05,0.6336432678520107,da
KE,E290,0.17825020441536873,en
AU,E069_11,0.3045410502232935,en
NIR,E115,0.6446727214594106,en
PT,F118,0.32204715922512744,pt
KE,E036,0.38027048528240776,en
US,E265_01,0.7776850108500639,en
SG,F118,0.19824581814235034,en
CA,F118,0.7558572108544376,en
DK,E069_12,0.28221591922333983,da
AU,E233B,0.40483695272773906,en
US,E039,0.13483194329053472,en
KE,D060,0.1818181818181782,en
PT,E036,0.31585615612517975,pt
SG,E115,0.4669061884815692,en
AU,F144_02,0.39730228060381473,en
DK,E026,0.19364414992808077,da
NZ,D061,0.1765957446808529,en
PT,E069_02,0.8029578353175408,pt
NG,E035,0.23203202294352474,en
KE,F144_02,0.2731788079470136,en
AU,E235,0.8773597927000669,en
NIR,E265_03,0.5172031477412796,en
GB,E018,0.629797025355411,en
NG,E069_13,0.557532842650093,en
CA,C001,0.05743645946975142,en
AU,D078,0.10861595783198405,en
AU,E069_06,0.8069337615492703,en
BR,F114A,0.12640599641925837,pt
KE,F118,0.18353909465020238,en
NL,D026_03,0.03442058774559366,nl
CA,E069_18A,0.3541127718971205,en
CA,E069_11,0.46156863571086,en
NG,E265_01,0.536706897843402,en
NG,E115,0.6651618853446093,en
GB,E116,0.14172870394633874,en
NIR,H010,0.2112446587009623,en
PT,E236,0.7228102789449468,pt
BR,F120,0.12055954847342674,pt
CA,E265_02,0.16799792088598606,en
NIR,E233A,0.3667163944035089,en
KE,F121,0.422350041084623,en
DK,F118,0.878688959667896,da
GB,E002,0.5515826401937173,en
KE,D081,0.15931372549019335,en
KE,H011,0.49999999999998596,en
KE,D026_03,0.6984884645982338,en
US,E004,0.5064737203282145,en
GB,C002,0.34321637626919865,en
NL,F119,0.5229222001673579,nl
BR,E265_08,0.33959792868467314,pt
US,E069_13,0.31634661942784004,en
BR,C041,0.5008293920820712,pt
NG,F132,0.12201187685290814,en
KE,E117,0.7803091944670345,en
KE,D054,0.9483306836247986,en
NL,E265_01,0.9407122783839608,nl
NZ,E069_04,0.2793240556660094,en
GB,E069_17,0.6588351740331819,en
NZ,E015,0.4092276830491563,en
DK,E069_17,0.8131141110448252,da
PT,E265_05,0.7846264286265445,pt
SG,E117,0.9136859578328004,en
GB,D081,0.6703622273253474,en
AU,E069_13,0.36348451518286495,en
DK,E265_01,0.9802411810445644,da
PT,E039,0.22940123626417452,pt
NIR,C002,0.4106789205942028,en
DK,D078,0.11779758209569136,da
KE,F117,0.19561688311687914,en
GB,D026_05,0.3599041330165043,en
NIR,H009,0.7381292260593307,en
US,F116,0.06225914120978668,en
DK,F114A,0.04613358084102798,da
NZ,E069_20,0.5441340782123,en
BR,E069_07,0.16170392887012103,pt
NZ,F116,0.042801556420234144,en
GB,C041,0.2498273924315921,en
DK,E235,0.9718771232372833,da
AU,F118,0.7003534563804567,en
US,E265_03,0.6015010145302938,en
DK,E003,0.6752775334746286,da
GB,E036,0.39200417764072976,en
US,F063,0.6702372279358327,en
NZ,E111_01,0.5425219941349105,en
SG,E265_04,0.11907068153155961,en
AU,E037,0.5569440656127062,en
SG,F114A,0.10244788699607967,en
US,F118,0.5363119813497413,en
NL,E263,0.8640154677005831,nl
AU,H011,0.3127113635978404,en
NIR,E263,0.861277225447061,en
SG,E069_06,0.8704214622185823,en
KE,F116,0.24857839155157832,en
US,E264,0.8161868881495238,en
NZ,F028,0.216504854368936,en
PT,E004,0.45571586571650324,pt
CA,E069_02,0.7439881795493691,en
AU,E069_12,0.10743397893433794,en
NIR,E003,0.36659558870069286,en
GB,D054,0.7414741499800882,en
NIR,E265_07,0.3662539013017491,en
NL,E290,0.03606552555601431,nl
AU,E001,0.6881077581025199,en
DK,H009,0.8148937121951882,da
AU,F028,0.2768596532586103,en
NZ,H009,0.8095238095238178,en
NZ,E025,0.8035190615835863,en
CA,D026_05,0.35822697684144056,en
KE,F119,0.18719211822659745,en
CA,D081,0.7227811637119193,en
US,E290,0.0739472877161212,en
DK,E116,0.05150969813376359,da
NIR,D060,0.02226760040841398,en
BR,D060,0.09672443641861599,pt
KE,E236,0.5204490777866727,en
NG,E233A,0.46212373404788504,en
SG,F122,0.30276890083699476,en
PT,F132,0.13662227710305908,pt
NZ,E069_13,0.4256465517241456,en
AU,D059,0.12555706774559172,en
BR,E235,0.7956682818020127,pt
BR,F063,0.8906549653265787,pt
CA,C002_01,0.36875927429942074,en
NIR,E114,0.29674412620642815,en
BR,E236,0.23184145775415213,pt
CA,E004,0.513226046963332,en
AU,E265_02,0.1756044862892905,en
PT,C039,0.8560997628614162,pt
BR,E027,0.2248633343882899,pt
GB,F122,0.6515299912932911,en
NG,E037,0.7474362588994234,en
SG,H011,0.2180815313116441,en
SG,E233B,0.5026437068417483,en
NZ,C039,0.4682779456193457,en
NIR,F063,0.5105236366021797,en
US,E069_14,0.5472906916504983,en
BR,E265_01,0.4634360964358931,pt
DK,E265_02,0.07775796387764962,da
AU,E263,0.8962073442646,en
BR,E069_14,0.6284042698454464,pt
NZ,E265_03,0.40430622009569855,en
BR,E033,0.3506232547237275,pt
DK,D081,0.6756951649947383,da
CA,F117,0.08720606951985811,en
NIR,F121,0.6102120156179639,en
CA,E117,0.8915840613578719,en
NIR,E069_08,0.5384097054077536,en
DK,E018,0.6335790834734087,da
NZ,F119,0.473072861668436,en
AU,E115,0.5873064026367685,en
GB,F117,0.017063126766878704,en
NL,E265_03,0.3162645696701133,nl
NG,E023,0.5236711526146371,en
AU,F123,0.2851298836427293,en
NIR,E265_05,0.6046603515267759,en
BR,E015,0.35491761926277077,pt
NZ,E265_05,0.7417289220917945,en
BR,F121,0.5291571158334566,pt
PT,E117,0.9612278568903212,pt
PT,E263,0.7895688222184831,pt
SG,E235,0.8799489757096871,en
NIR,D001_B,0.9790456385883958,en
DK,D026_03,0.1413911827319074,da
US,E035,0.5910772954172397,en
CA,F123,0.27284874198734654,en
DK,D061,0.08963491901857153,da
SG,E069_04,0.5604306320722279,en
US,D054,0.8089304149122777,en
NL,E265_06,0.7778915075455443,nl
US,E265_07,0.6542277333560599,en
BR,D061,0.5512902304085017,pt
NG,F144_02,0.12195601137681371,en
SG,F028,0.5906705636085662,en
DK,E290,0.013147887978869245,da
CA,E235,0.9121127559265974,en
KE,E265_08,0.6185064935064751,en
NZ,E265_08,0.017582417582417763,en
PT,E069_06,0.8387327006174417,pt
GB,D061,0.22514795356411713,en
PT,E069_07,0.34248887417014406,pt
SG,E069_18A,0.5644060402360096,en
NL,E111_01,0.6378835339626384,nl
NZ,E265_06,0.9571428571428593,en
NZ,E001,0.5857338820301815,en
PT,E027,0.11886617414842622,pt
NIR,E069_20,0.5707920383626296,en
CA,E290,0.10646070263349279,en
DK,E265_03,0.34569116837305763,da
AU,H009,0.8246680850645098,en
GB,C039,0.6344928637346481,en
PT,D059,0.1684874933645703,pt
BR,E265_02,0.36654087795582935,pt
AU,E236,0.7705249016301025,en
AU,E069_20,0.5458966555843413,en
BR,E069_12,0.13730873671653743,pt
BR,D001_B,0.9047616198136312,pt
SG,E265_03,0.6156931510141955,en
CA,E233B,0.50759354552348,en
GB,F118,0.7108190996801933,en
NZ,E069_05,0.3295194508009196,en
DK,D060,0.021924259849462096,da
DK,F117,0.006902198054383068,da
KE,E069_02,0.58870326173427,en
KE,E264,0.8265387689848029,en
CA,E236,0.8159526275166192,en
US,H009,0.6857944402247903,en
CA,D054,0.6953346817913854,en
NG,E069_14,0.5626055194329331,en
BR,E114,0.6551034689568596,pt
PT,E264,0.7916751052942381,pt
GB,E039,0.1607839201939652,en
NL,E069_20,0.49495376780817757,nl
GB,E069_14,0.6890669831046726,en
NIR,E111_01,0.23018718305578087,en
US,E069_08,0.419741761337716,en
NZ,C041,0.20594059405940934,en
BR,C001,0.18840669946756305,pt
SG,F119,0.12144346513266785,en
NL,E069_17,0.6298325140137746,nl
PT,E069_18,0.6520723817685209,pt
KE,F132,0.2396088019559848,en
SG,E036,0.37296952915077786,en
US,D001_B,0.94407668653396,en
NZ,E069_06,0.8778103616813347,en
GB,E265_01,0.9138357780545948,en
KE,F122,0.31191088260496314,en
US,E069_18A,0.3642762144598946,en
AU,D054,0.7688013548124438,en
NZ,H010,0.2880698351115482,en
NL,F115,0.08419009425356289,nl
NIR,F123,0.16025468012537783,en
NL,E015,0.34146025933047874,nl
AU,E018,0.5576343374082692,en
SG,E035,0.2698762350282789,en
NIR,F144_02,0.27007246827039144,en
NIR,E117,0.9281313129172218,en
NL,D060,0.036555435824205874,nl
DK,D059,0.08705689095645452,da
NG,D081,0.08986716315555413,en
US,D059,0.16493814627812486,en
CA,E115,0.5521242983783973,en
NG,E069_04,0.547424546146352,en
NIR,E026,0.20999239429812203,en
KE,E235,0.8260175578611241,en
BR,C038,0.6887374881560403,pt
AU,F120,0.6118626533399099,en
US,E265_02,0.3604460691062022,en
NIR,E018,0.5485227526298695,en
NG,E069_08,0.46841331679459103,en
DK,F144_02,0.23700899467520253,da
CA,E233A,0.49325516153414367,en
AU,D081,0.5524864704675254,en
NZ,C002_01,0.4725822532402899,en
SG,F116,0.025332226835585538,en
GB,F120,0.5963268164461251,en
BR,E069_11,0.2310813053671182,pt
US,F117,0.04787988816575232,en
SG,E265_05,0.6713642253838704,en
NL,C041,0.19158832939108297,nl
NG,E036,0.6305047613709387,en
NIR,E004,0.5143008308616954,en
CA,C041,0.19117742182426703,en
SG,C001_01,0.27898430231039056,en
DK,E069_11,0.39656822160258254,da
CA,F115,0.18203524596747075,en
NIR,D081,0.6223547456152155,en
NZ,D026_03,0.052156469408225464,en
US,E069_06,0.6875724887203039,en
US,E117,0.8497843795019722,en
PT,E003,0.5950945855549042,pt
NL,C002_01,0.3677039658485137,nl
DK,E265_07,0.12429801622096304,da
PT,C038,0.694139466667245,pt
NIR,E264,0.801132790702353,en
NL,E003,0.45967984655941896,nl
KE,E004,0.4927419354838567,en
PT,E025,0.20018105541315098,pt
PT,C002_01,0.6008503406929266,pt
BR,F116,0.18294640140754678,pt
DK,E117,0.9691991881585476,da
SG,F121,0.24580170435143361,en
KE,E037,0.6385350318471146,en
NIR,E002,0.5490743975760166,en
SG,E265_06,0.9258213460495449,en
NL,E037,0.509379700444709,nl
NG,F116,0.03927731069345159,en
DK,E069_07,0.46894022071799873,da
NL,E036,0.45274649065027855,nl
GB,C001,0.056298714933912156,en
SG,E069_12,0.5462878882889798,en
NG,E235,0.803881296539324,en
KE,C039,0.8220810166798953,en
GB,E015,0.40484520929981205,en
NG,F063,0.9415193626183768,en
KE,C002_01,0.7269841269841125,en
CA,E265_01,0.8841968351014036,en
CA,E069_20,0.57171814618712,en
DK,C041,0.45157861483304496,da
NIR,C038,0.4855356081444312,en
NL,E265_08,0.026247179026271206,nl
AU,D001_B,0.971815079316659,en
KE,E263,0.8244213886671894,en
DK,H011,0.2713971063429359,da
KE,E026,0.113160100586754,en
NG,C001,0.6524597961262113,en
DK,E069_14,0.6333280749335841,da
DK,C001_01,0.022292920119495595,da
GB,E069_05,0.36723073707164594,en
DK,C001,0.022292920119495595,da
NL,E018,0.7450930523090027,nl
SG,E001,0.6931840903151255,en
DK,E263,0.9326951832026483,da
SG,F123,0.0920217398613964,en
PT,E114,0.5426590220974851,pt
PT,H011,0.2397285389175898,pt
NL,E069_06,0.7221976298866151,nl
BR,F144_02,0.3235704567111248,pt
BR,E037,0.7633489687925132,pt
NIR,E265_06,0.8543366330006742,en
NG,D001_B,0.8860449541593949,en
US,D026_03,0.1024867993265822,en
NL,C001,0.04187387783640484,nl
NZ,E026,0.20667384284176776,en
US,E001,0.780728285978325,en
GB,E026,0.17806057685288784,en
CA,E027,0.23580219523208812,en
DK,E069_20,0.6973524590826462,da
KE,E033,0.4819587628865859,en
CA,E265_08,0.09063516888943027,en
NL,F120,0.7546969394983156,nl
DK,E265_08,0.013680591114669011,da
NL,C001_01,0.04187387783640484,nl
BR,E116,0.4433502009059374,pt
PT,E015,0.3933416071510629,pt
DK,F132,0.6224427816145152,da
NG,E069_07,0.3371825138116047,en
CA,E069_14,0.6118476893593789,en
DK,F123,0.23429124578413463,da
NZ,F122,0.7461459403905564,en
NG,D054,0.9833756103898511,en
US,H011,0.2850761429412407,en
AU,E023,0.5464356285197157,en
DK,F120,0.8441041599591297,da
DK,E027,0.33080380466703935,da
GB,D001_B,0.9829539268623572,en
PT,E265_01,0.9201390870579326,pt
NL,F028,0.22378456994105939,nl
AU,F122,0.6383593805546962,en
NL,E069_18A,0.3750896660272781,nl
BR,H009,0.579105927799509,pt
SG,H010,0.2696709271484539,en
KE,E116,0.39391447368420013,en
KE,E069_14,0.6208569118835707,en
US,F121,0.5805718382902622,en
US,F120,0.3754101490922919,en
DK,E015,0.42092514992988467,da
AU,E265_07,0.40179433656792163,en
GB,E069_12,0.1507243638144201,en
KE,E069_12,0.23433685923514527,en
GB,C001_01,0.056298714933912156,en
KE,E233B,0.6091205211726205,en
NL,E026,0.11650159276911157,nl
NG,E069_12,0.32805974134263344,en
US,E265_04,0.3407816453116492,en
GB,E265_05,0.48605429958835256,en
CA,F144_02,0.4417881330336934,en
NZ,F132,0.5258264462810031,en
SG,F132,0.1394987010764723,en
NL,E069_11,0.3952836640664518,nl
DK,E111_01,0.7836181247429128,da
NL,D001_B,0.975014428366758,nl
US,D061,0.20790658154617195,en
NG,E265_07,0.8332619215976611,en
PT,E069_12,0.2145824879999044,pt
PT,E115,0.6185654290944635,pt
BR,F123,0.09254123551761519,pt
CA,E069_04,0.4260242379830753,en
CA,C039,0.5450740967683476,en
NG,E069_18A,0.5486310533703725,en
NL,D061,0.1768973264276285,nl
AU,F117,0.03234282063932409,en
NZ,E233B,0.36873747494990755,en
DK,C038,0.5988086918976965,da
PT,E265_08,0.16309725188029833,pt
PT,D060,0.06645474198773978,pt
AU,E069_14,0.5866649590618795,en
NZ,C001,0.05320197044335061,en
NZ,E027,0.23372465314834898,en
BR,H011,0.23690712334190142,pt
GB,E236,0.6869255708191835,en
DK,E037,0.30212584474017107,da
DK,E002,0.42517871902106646,da
GB,H011,0.34860647369246517,en
GB,E069_01,0.3643396042466117,en
NZ,E069_02,0.857575757575764,en
NL,E035,0.48574317844271847,nl
SG,F115,0.0443940110286339,en
PT,E265_07,0.23603421150267984,pt
NIR,F118,0.6195973978824855,en
NIR,E235,0.8792617068236424,en
NG,E026,0.046870259491099985,en
AU,E265_08,0.05782959781989155,en
BR,C002,0.6406629730566594,pt
NL,F123,0.44583003552677564,nl
PT,F144_02,0.1735688276292202,pt
US,D081,0.5327254392507488,en
NZ,F063,0.37185929648241983,en
PT,E265_06,0.8745324422916498,pt
NG,D059,0.7565175133626619,en
PT,F114A,0.059241762665175224,pt
CA,E015,0.4098301995887374,en
NG,F122,0.03556324898500272,en
US,E015,0.29273027727617307,en
NZ,E115,0.43857758620690457,en
NG,E069_05,0.47692327316014665,en
NZ,E003,0.6005326231691124,en
NIR,E033,0.26486051610325045,en
CA,E111_01,0.6892722587611653,en
NL,E069_04,0.35074252421900337,nl
GB,E069_11,0.27161888801500084,en
DK,E233B,0.4020594114501075,da
NG,E003,0.6151981612583323,en
CA,E265_06,0.817126550567205,en
NIR,C002_01,0.4106789205942028,en
BR,E023,0.3947216572871876,pt
GB,F115,0.10070451725351001,en
DK,E001,0.43322467623557526,da
NIR,E069_05,0.4613299287364319,en
US,E236,0.5914193933958916,en
NZ,E033,0.4702308626974539,en
NG,D061,0.4113367397455919,en
US,E265_06,0.6917347684544941,en
US,E233B,0.44711874981466065,en
AU,E036,0.3767008857078383,en
NG,F115,0.06305730717331169,en
NZ,E265_07,0.21374045801526745,en
US,C041,0.27628116229911664,en
AU,C001_01,0.06783223276892106,en
KE,E069_08,0.461290322580632,en
NL,E069_08,0.36583834175518704,nl
NZ,C002,0.4725822532402899,en
PT,E290,0.014735185088624545,pt
BR,E069_06,0.5489823124462387,pt
BR,E002,0.5329325363842187,pt
PT,E235,0.9174560189323672,pt
SG,E069_02,0.8332818685140788,en
NIR,E265_08,0.10117690561116402,en
CA,E069_01,0.39635694842247515,en
SG,D078,0.23408932672218022,en
CA,E265_04,0.21898058837427872,en
AU,E111_01,0.5406127026566576,en
NIR,D026_05,0.418541137318363,en
DK,F116,0.025970385269916064,da
CA,E037,0.509865429806014,en
NZ,E265_04,0.15802469135802524,en
BR,E003,0.6474513003149668,pt
KE,C041,0.7173566878980742,en
PT,H010,0.13195496472815904,pt
US,E037,0.5213421011282143,en
NL,E069_07,0.36847390027128674,nl
BR,E069_13,0.5578890782434173,pt
CA,H009,0.5232276769155202,en
NZ,E117,0.9372340425531944,en
DK,F122,0.8005475429362302,da
NG,E033,0.5482282502434055,en
SG,E265_08,0.03413853471269184,en
CA,E023,0.6243426725249642,en
BR,F028,0.6387185569595698,pt
NIR,C039,0.6306166127154853,en
GB,E069_18,0.3671438785876129,en
PT,E033,0.27724825784903767,pt
DK,C039,0.7767965372083256,da
SG,D026_03,0.4799036742310441,en
US,E114,0.3806372083458456,en
NZ,D078,0.05968586387434635,en
GB,E069_18A,0.3671438785876129,en
NL,D054,0.5560783746838327,nl
PT,E069_01,0.6033784566762158,pt
NG,D026_05,0.9439073225131477,en
CA,F119,0.3957798721940849,en
NL,D026_05,0.15837038129580452,nl
PT,E265_02,0.19823609833973202,pt
PT,E037,0.26992755423250336,pt
DK,E114,0.21037432448649246,da
SG,E069_01,0.5999737168327199,en
NL,E265_05,0.7362158882953972,nl
NG,F114A,0.07727371035487064,en
CA,H010,0.15381013729034337,en
BR,E264,0.8766969282545437,pt
US,D078,0.12700233085483598,en
US,E026,0.2137605565926542,en
GB,E069_06,0.7221504269015625,en
AU,E265_06,0.8405488852248093,en
NZ,H011,0.3504854368932117,en
SG,E023,0.3726708315904733,en
KE,F114A,0.21601941747572342,en
PT,F119,0.08365106281499787,pt
BR,E069_04,0.38558557864546056,pt
NIR,E035,0.4455575703127353,en
KE,E069_18A,0.6209476309226757,en
SG,E027,0.018552979770219604,en
NIR,F117,0.004648394083991116,en
NG,F117,0.03857063785689751,en
AU,D060,0.023641846229561305,en
KE,E018,0.7855999999999885,en
KE,E039,0.24660814046288307,en
NZ,F118,0.7023809523809666,en
SG,E111_01,0.7495704377137535,en
AU,C001,0.06783223276892106,en
NZ,F123,0.20670995670995906,en
NG,E114,0.6016697866277766,en
SG,E033,0.35479967758107167,en
NG,E069_11,0.402557768350282,en
SG,E018,0.38855618868285413,en
KE,E027,0.22564529558700622,en
AU,E069_17,0.5956369000900876,en
AU,E265_03,0.47341420560536573,en
NL,F114A,0.03321755750258981,nl
AU,D026_05,0.37211969959699426,en
KE,E001,0.8143426294820618,en
NG,F123,0.024433289547252643,en
SG,C038,0.6958744123013594,en
KE,F115,0.24551386623164204,en
PT,E035,0.5572727770512719,pt
AU,E069_05,0.29385814383574693,en
SG,E037,0.59072048557706,en
BR,E069_18A,0.44822557793035134,pt
NIR,F122,0.4964880126790871,en
BR,D059,0.18567239714274167,pt
